,date,text,compound
421,2019-05-03,"Here's the email Tesla sent employees telling them to stop leaking info Tesla's security team sent a warning to employees this week to stop leaking company information. The email, which was shared with CNBC and verified with ...",-0.25
420,2019-05-03,Cash-strapped Tesla wants to raise $3 billion ,0.0
436,2019-05-09,"Europeans can buy a tow hitch for their Tesla Model 3 at about $1,262 Tesla’s electric cars ... towing up to 910 kgs."" 910 kg is a capacity that can also tow a small trailer, which definitively increases the usability of the 2020 Tesla Model 3, especially in Europe.",0.0
437,2019-05-09,Tesla Killer: BMW Unveils Master Plan to Crush Elon Musk BMW is coming after Tesla in the way the Night King was marching on Westeros. The only difference: BMW will crush Tesla like the cockroach it is.,-0.6124
431,2019-05-10,"Defamation suit against Elon Musk can go ahead, judge rules A judge has ruled that a defamation lawsuit can go ahead against Tesla CEO Elon Musk. (Kiichiro Sato/The Associated Press) A U.S. judge said on Friday that Elon Musk must face a defamation lawsuit by ...",-0.4215
432,2019-05-10,"Tesla's 2012 Model S Is 61% More Efficient Than Audi's New E-Tron Tesla's 2012 Model S (208 mi range, 60kWh battery) is better than Audi's brand new E-Tron (204 mi range, 95kWh). In April, Jaguar sold just 237 I-PACE electric vehicles, and as of today, there are ...",0.7178
433,2019-05-10,Tesla CEO Elon Musk faces trial for 'pedo' insult of diver LOS ANGELES >> Tesla CEO Elon Musk will have to go to trial to defend himself for mocking a British diver as a pedophile in a verbal sparring match that ...,-0.7184
434,2019-05-10,Morgan Stanley says it's too easy to own a Tesla now and that's hurting the brand ,0.0516
435,2019-05-10,"Extremely Cool Tesla Gear We're Drooling Over Here is the gear you need to be that Tesla hipster. Tesla Matte Black Men’s Hoodie Tesla Matte Black Men's Hoodie If that black on matte black logo isn’t cool enough for you, you are out of our league ...",0.5984
447,2019-05-17,Tesla (TSLA) Given a $300.00 Price Target by Nomura Analysts ,0.0
446,2019-05-17,"Tesla (TSLA) Shares Gap Down to $228.33 Tesla Inc (NASDAQ:TSLA) shares gapped down before the market opened on Friday . The stock had previously closed at $234.70, but opened at $228.33.",0.296
445,2019-05-17,Is Musk Panic-Cutting Expenses Because Tesla Is Going To Miss The Quarter Again? ,-0.1531
444,2019-05-17,"Tesla's self-driving system was on at time of fatal Florida crash DELRAY BEACH — A Palm Beach County man activated the self-driving system on his 2018 Tesla seconds before the vehicle slammed into a tractor-trailer in suburban Delray Beach, according to federal ...",-0.7351
443,2019-05-17,"King Louie returns after five years with new single “Tesla”: Stream King Louie — whose real name is Louis Johnson Jr. — is making a comeback this year. Earlier in the month, the Chicago rapper appeared on Future’s “My Peak” alongside Chance the Rapper. Today, the ...",0.25
442,2019-05-17,HT Global IT Solutions Holdings Limited -- Moody's announces completion of a periodic review of ratings of HT Global IT Solutions Holdings Limited READ NOW: A German rental-car company said it canceled plans to buy 100 Tesla Model 3s because of quality issues (TSLA) » ...,-0.1027
438,2019-05-20,"Market Morning Tough Toyota Tariff Talk, Brexit Round 4, Retailer Jitters, ‘Hardcore’ Tesla Cost Cuts Macy's (NYSE:M), which surprised markets to the upside last week, has already said that the new tariffs are negatively affecting its furniture business and that further tariffs would impact clothing .",-0.2023
457,2019-05-24,"13 popular things that didn't exist 10 years ago More Marvel films, TV series, and characters followed including ""Agents of S.H.I.E.L.D.,"" ""Agent Carter,"" and ... Tesla's first car was released in 2008. Even though Tesla was founded in 2003 ...",0.7089
458,2019-06-03,Tesla launches Model 3 Qi wireless phone charger at a premium price Tesla has just launched a new wireless phone charger for ... both the USB power cables of a charging pad (like the included wired one or the new wireless one) while still having a slot for storage.,0.128
459,2019-06-03,"2019 Hyundai Kona Electric: Seven Days with Hyundai's EV My '19 Hyundai Kona EV Ultimate FWD wears a bottom-line price of $45,080, with $135 carpeted floor mats the only extra. The base price of the 2019 Tesla Model 3 Standard Range Plus Is $41,900, while ...",0.0
460,2019-06-03,"Tesla Air Quality Compliance Violations Center On Troubled Paint Shop Then, on April 3, an E-Scrub system used to control overspray emissions at Primer Spray Booth #1 and Clear Coat Spray Booth #3 were “de-energized ... On June 1 CNBC’s Lora Kolodny followed up with a ...",-0.5859
461,2019-06-03,North Hollywood Woman Dies In Speeding Tesla Crash ,-0.4019
462,2019-06-03,"Musk Compares Tesla Pickup Truck To The F-150, Says It Will Cost Less Than $50,000 ",0.0
463,2019-06-03,Tesla's next big feature is... a port of Cuphead? ,0.0
477,2019-06-06,"Stitch Fix, Tesla rise while Michaels, Cloudera tumble Stitch Fix Inc., up $3.47 to $27.04 The online clothing styling service surprised Wall Street with a fiscal third quarter profit and solid revenue. Michaels Companies Inc., down $1.16 to $8.18 The ...",0.6597
476,2019-06-07,"Tesla Engineering, Storrington fined £400k over worker's death AN ENGINEERING firm has been fined after a worker died when he was crushed by a crane. Dr Craig McEwan was leading a research team at Tesla Engineering in Storrington. His team was testing new magnet ...",-0.8834
475,2019-06-07,This Fund Is “Aggressively Short” Tesla For “Terrible” Fundamentals ,0.0
472,2019-06-10,"Tesla, Facing Setbacks and Skeptics, Tries to Get Back on Course ",-0.1027
468,2019-06-10,"2020 Mercedes-Benz GLB Is A Seven-Seater Arriving Later This Year As its name implies, the Mercedes-Benz GLB slots nicely between the GLA and the GLC with its 111.4-inch long wheelbase ... December 16, 2019 at 5:31 pm NHTSA Investigating December 7 Tesla Model 3 ...",0.7983
470,2019-06-10,"Jim Cramer Weighs In On Tesla, PayPal And More ",0.0
469,2019-06-10,Tesla's monster rally rages on as analysts make an about-face ahead of the carmaker's annual meeting (TSLA) | Markets ,-0.4767
471,2019-06-10,Tesla takes the spotlight amid stock's woes — What to know in markets Tuesday ,-0.4404
487,2019-06-17,How I Learned To Stop Worrying And Buy A Tesla The Drive's Alex Roy finally decides to buy a Tesla Model 3.,-0.5574
486,2019-06-17,Tesla Surges as Musk Tweets That He Deleted His Twitter Account Investing.com - Tesla rose in midday trade on Monday after CEO Elon Musk tweeted that he had deleted his Twitter account. The account has remained up since ...,0.0
484,2019-06-17,"Byton big screen, Model X patrol car, Hummer electric redux: Today’s Car News GM is considering reviving its Hummer brand, with a twist ... The Australian state of Victoria is testing out a Tesla Model X highway patrol car. And the electric supercar maker Rimac has released ...",0.0
483,2019-06-17,"NVIDIA Dominates The Market For Cloud AI Accelerators More Than You Think Alibaba Cloud has a more nuanced story, but NVIDIA Tesla P100 instance types still account for over half of Alibaba Cloud’s available instance types with dedicated accelerator. Figure 1: Share of ...",0.7845
485,2019-06-17,"Tesla and NIO Fires in China Spur Electric-Car Safety Checkups Companies need to check for potential safety hazards with battery boxes, waterproof protection in cars, high-voltage wiring harnesses ... luring a raft of newcomers to the business. The $18 Billion ...",0.6808
481,2019-06-17,"Tesla and NIO fires in China prompt authorities to enact new safety guideline That said, traditional cars don’t tend to catch fire for seemingly no reason at all, which, for reasons that remain murky, has happened a handful of times to electric cars from the likes of Tesla and ...",0.25
480,2019-06-17,"Tesla loses another exec: HR vice president and head of diversity Felicia Mayo these conditions have led to a high level of churn among Tesla executives, in recent years. Mayo is one of a few black women leaders to break the glass ceiling and rise to executive ranks in a large, ...",-0.3182
479,2019-06-17,"Tesla Stock Up 5.5% On News Elon Musk Deleted Twitter, Potential 'Short-Squeeze' Musk’s Twitter account, however, remains active as of Monday but he hasn’t posted ... As for the stock, analysts said short sellers betting against Tesla might be headed towards a devastating ...",-0.7269
478,2019-06-17,Tesla TSLA stocks are going to skyrocket; analysts give buy signals ,0.0
482,2019-06-17,"Investors say Facebook, Tesla and many other companies are hiding climate impact More than 700 large companies worldwide have failed to disclose their ... ""Climate change, deforestation and water security are critical challenges that require immediate action,"" Sophia Cheng, chief ...",-0.6249
496,2019-06-21,Control a fake Tesla while charging your real Tesla But if we step back for a moment ... would be available for developers to port their own titles to the cars. The latest game to appear in the dash of Teslas is Beach Buggy Racing 2. A Mario Kart-esque ...,-0.4767
497,2019-06-21,Tesla garners yet another price-target cut as one of its biggest bulls acknowledges he's gotten the stock wrong (TSLA) ,-0.6369
488,2019-06-24,"Tesla Model 3 Arrives At Top Gear For A Drag Race With A Twist The time for Top Gear to test the Tesla Model 3 ... making it capable of a 0-62mph (100km/h) in 3.4 seconds and of a top speed of 162mph (261km/h). The Performance package adds a lower ride height, 20 ...",0.4404
489,2019-06-24,"Tesla Billionaire Elon Musk Reveals How Much Bitcoin He Owns the mysterious inventor of bitcoin. The brouhaha erupted after a former SpaceX intern, Sahil Gupta, in a blog post on Medium, wrote ""Satoshi is probably Elon."" Gupta reasoned: ""Elon is a self-taught ...",0.0
490,2019-06-24,Brookhaven police’s $45K Tesla to hit the track for testing ,0.0
500,2019-07-01,Tesla Model S review: Subtle changes mean big things for Tesla's premier sedan. ,0.0
498,2019-07-01,"10 Inexpensive Electric Cars With Surprisingly High Horsepower Electric cars are thought to be weak, but these inexpensive ones have suprisingly high horsepower. Take a look at the best from Tesla, Hyundai + more!",0.7745
499,2019-07-01,Tesla updates its cars in wake of Shanghai battery fire ,-0.34
516,2019-07-09,"Tesla CEO Elon Musk pours cold water on fans waiting for Model S, Model X refresh ",0.0
514,2019-07-09,Tesla's Rebound Likely Short-Lived As Demand Picture Remains Muddy ,-0.128
517,2019-07-09,"Elon Musk and electric cars: Why Tesla 'has a problem appealing to women' Tesla boss Elon Musk's persona is off-putting to female buyers, say analysts. Credit:AP And in that respect, she's not alone. Women are notably less likely than men to buy EVs. ""No offense to men - ...",-0.264
513,2019-07-09,"This Tesla-Powered Honda Is The Raw, Funky Future of Hot-Rodding Story continues CAN data from the Tesla drive unit is intercepted via Raspberry Pi, a $35 Swiss army knife of a computer that can power ... briefly transforming its Sparco driver’s bucket into the ...",-0.1027
515,2019-07-09,Tesla Motors Continues to Make Inroads into the EV Sector ,0.0
511,2019-07-09,"Car of the Year 2019: Tesla Model 3 True, although you might only fill up your ... the Model 3 is slick to use, regardless of which area of the market this brand-new American EV is competing in. But importantly, it’s the best Tesla yet.",0.8519
